Nama,Gambar-src,Bahan,Cara Buat,Reaksi,Clean_Bahan
GULAI / GULE KAMBING AYAM,https://img-global.cpcdn.com/recipes/d140c9663cafe9a5/680x482cq70/gulai-gule-kambing-ayam-foto-resep-utama.jpg,"500 gram tulang kambing,500 gram daging ayam potong jadi 5,Bumbu dihaluskan:,8 bawang merah,4 bawang putih,3 kemiri,1 pala (kecil, kl besar separuh saja),5 cm kunyit bakar,3 cm jahe,3 Cabai merah, buang bijinya,Bumbu tambahan:,6 lembar daun salam,6 lembar daun jeruk,6 butir cengkeh,2 batang serai geprek,1/2 Sdt merica bubuk,1/2 Sdt ketumbar bubuk,1 kara segitiga,secukupnya Bawang merah goreng,secukupnya Garam, gula, penyedap","Rebus tulang kambing. 

Air rebusan pertama dibuang. Tambahkan daging ayam+ daun salam n rebus lagi sampai empuk,Tumis bumbu yang dihaluskan, kl sudah wangi, masukkan serai, daun salam, daun jeruk, cengkeh, merica n ketumbar bubuk. Tumis sampai matang bumbunya,Tuang bumbu ke rebusan kambing n ayam. Kalau daging sudah empuk, masukkan garam gula penyedap n santan.,Cek rasa, kalau sudah pas bisa ditambahkan bawang goreng secukupnya.","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 3""}]","['tulang', 'kambing', 'daging', 'ayam', 'halus', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'pala', 'kl', 'paruh', 'cm', 'kunyit', 'bakar', 'cm', 'jahe', 'cabai', 'merah', 'buang', 'bijinyabumbu', 'tambah', 'salam', 'jeruk', 'butir', 'cengkeh', 'serai', 'merica', 'bubuk', 'ketumbar', 'bubuk', 'kara', 'segitigasecukupnya', 'bawang', 'merah', 'gorengsecukupnya', 'garam', 'gula', 'sedap']"
Tengkleng Rica Kambing,https://img-global.cpcdn.com/recipes/8ea143424af60bee/680x482cq70/tengkleng-rica-kambing-foto-resep-utama.jpg,"500 gram tulangan kambing + daging,secukupnya Air,Bumbu halus,7 butir bawang merah,5 siung bawang putih,1 sdm ketumbar,2 butir kemiri, sangrai,1 ruas jahe,1 ruas kunyit,Bumbu aromatik,2 batang serai, memarkan,1 lembar daun salam,4 lembar daun jeruk,1 ruas lengkuas, memarkan,4 butir kapulaga,3 buah cengkeh,3 buah kembang lawang,Bumbu lain,3 sdm gula merah, iris,3 sdm kecap manis, sesuaikan selera,1 sdt garam,1/2 sdt gula pasir,1/2 sdt kaldu jamur,1/2 sdt lada bubuk,10 buah cabai rawit merah, iris serong","Didihkan air, masukkan tulangan dan daging kambing. Masak selama 2 menit sambil aduk-aduk supaya kotoran luruh. Angkat, buang air rebusan, ganti dengan air baru, rebus sampai daging empuk (saya pakai presto), sisihkan,Tumis bumbu halus sampai harum, masukkan bumbu aromatik, teruskan menumis,Masukkan tulang dan daging, aduk rata, tuang air rebusan. Didihkan. Masukkan gula merah, kecap manis, garam, gula, kaldu jamur, dan lada bubuk. Aduk rata,Menjelang diangkat, masukkan irisan cabai. Koreksi rasa, angkat, sajikan","[{""Reaksi"":""😋\n 7""},{""Reaksi"":""❤️\n 21""},{""Reaksi"":""👏\n 6""}]","['tulang', 'kambing', 'dagingsecukupnya', 'airbumbu', 'butir', 'bawang', 'merah', 'bawang', 'putih', 'ketumbar', 'butir', 'kemiri', 'sangrai', 'jahe', 'kunyitbumbu', 'aromatik', 'serai', 'salam', 'jeruk', 'lengkuas', 'butir', 'kapulaga', 'cengkeh', 'kembang', 'lawangbumbu', 'gula', 'merah', 'kecap', 'manis', 'sesuai', 'garam', 'gula', 'pasir', 'kaldu', 'jamur', 'lada', 'bubuk', 'cabai', 'rawit', 'merah', 'serong']"
Mie Aceh Seafood Tumis,https://img-global.cpcdn.com/recipes/59d997cead6c2241/680x482cq70/mie-aceh-seafood-tumis-foto-resep-utama.jpg,"100 gram udang bersih dengan kulitnya,100 gram cumi, potong-potong,1 butir telur,3 siung bawang merah iris,1 batang daun bawang, iris,1/2 buah tomat,1 sdm kecap manis,2 sdt kecap ikan,500 ml air,2 lembar kol, iris,1 genggam tauge,1 sdt kaldu bubuk,1 sdt garam (sesuaikan selera),1/2 batang seledri, iris,Bumbu Halus:,1 sdm bubuk kari,5 siung bawang merah,3 siung bawang putih,7 buah cabai merah kering,5 buah cabai merah,3 buah cabai rawit,2 butir kemiri,1 butir kapulaga,1/4 sdt lada,1/8 sdt ketumbar,1/8 sdt jinten,2 cm jahe,Secukupnya minyak goreng untuk menumis,Pelengkap:,Acar bawang merah khas Aceh
 
 

 Acar Bawang Khas Aceh,Kacang goreng,Timun,Tomat,Emping (saya pakai kerupuk nasi)","Membuat bumbu halus:

Haluskan semua bumbu, tumis dengan minyak hingga matang tanak. Sisihkan.,Siapkan bahan-bahan.,Panaskan minyak dalam wajan. Tumis udang dan cumi hingga berubah warna. Tambahkan telur, aduk rata.,Tambahkan bawang merah iris, daun bawang, tomat, aduk rata.

Tambahkan bumbu halus yang telah ditumis dan duo kecap. Aduk rata.,Tambahkan air, garam, dan kaldu bubuk. Aduk rata. Tes rasa.

Tambahkan mie, kol, tauge, dan seledri. Aduk rata. Didihkan. Tes rasa lagi, angkat.,Sajikan dengan pelengkapnya. 

Tutup dengan es timun khas Aceh yang menyegarkan.","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 12""},{""Reaksi"":""👏\n 8""}]","['udang', 'kulit', 'cumi', 'potongpotong', 'butir', 'telur', 'bawang', 'merah', 'bawang', 'tomat', 'kecap', 'manis', 'kecap', 'ikan', 'air', 'kol', 'genggam', 'tauge', 'kaldu', 'bubuk', 'garam', 'sesuai', 'seledri', 'irisbumbu', 'bubuk', 'kari', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'kering', 'cabai', 'merah', 'cabai', 'rawit', 'butir', 'kemiri', 'butir', 'kapulaga', 'lada', 'ketumbar', 'jinten', 'cm', 'jahesecukupnya', 'minyak', 'goreng', 'menumispelengkapacar', 'bawang', 'merah', 'khas', 'aceh', 'acar', 'bawang', 'khas', 'acehkacang', 'gorengtimuntomatemping', 'kerupuk', 'nasi']"
Udang Saus Padang,https://img-global.cpcdn.com/recipes/23ae09efecb8ae4c/680x482cq70/udang-saus-padang-foto-resep-utama.jpg,"250 gram udang,1 buah jagung manis,1 batang daun bawang,1/2 buah jeruk nipis,1/2 buah bawang bombay,2 lembar daun jeruk,200 ml air,1 sdt tepung maizena,1 sdt gula pasir,1/2 sdt garam,3 sdm minyak goreng,Saus (campur jadi satu):,3 sdm Saus Tomat,2 sdm Saus Sambal,1 sdm Saus Tiram,1 sdt Kecap manis,Bumbu Halus:,2 butir bawang merah,2 siung bawang putih,6 butir Cabai merah kecil (jumlahnya sesuai selera)","Pertama, blender semua bahan bumbu halus dengan tambahan sedikit air.,Kemudian buang kepala udang, kupas kulit (sisakan ekornya), cuci bersih dengan air dan perasan jeruk nipis lalu masukkan ke dalam wadah, sisihkan.,Potong-potong jagung, rebus hingga matang. Angkat dan tiriskan.,Campurkan bahan saus jadi satu, potong-potong bawang bombay dan daun bawang. Larutkan tepung maizena dengan sedikit air. Sisihkan.,Panaskan minyak goreng, tumis bawang bombay hingga layu, masukkan bumbu halus dan daun jeruk, aduk-aduk dan tunggu hingga mendidih.,Masukkan campuran saus, air secukupnya, dan udang. Aduk rata.,Tambahkan garam dan gula pasir, jagung manis, bawang bombay, dan daun bawang. Aduk rata.,Terakhir masukkan larutan tepung maizena, aduk-aduk hingga kuah agak mengental, tes rasa, sajikan.","[{""Reaksi"":""😋\n 10""},{""Reaksi"":""❤️\n 29""},{""Reaksi"":""👏\n 10""}]","['udang', 'jagung', 'manis', 'bawang', 'jeruk', 'nipis', 'bawang', 'bombay', 'jeruk', 'air', 'tepung', 'maizena', 'gula', 'pasir', 'garam', 'minyak', 'gorengsaus', 'saus', 'tomat', 'saus', 'sambal', 'saus', 'tiram', 'kecap', 'manisbumbu', 'butir', 'bawang', 'merah', 'bawang', 'putih', 'butir', 'cabai', 'merah']"
411. Udang Saos Mentega,https://img-global.cpcdn.com/recipes/73a0c5de76266fa5/680x482cq70/411-udang-saos-mentega-foto-resep-utama.jpg,"300 gram udang,3 siung bawang putih,1/2 biji bawang bombai,3 biji Cabai keriting,2 biji Cabai rawit (sesuai selera),Secukupnya mentega,3 sdm saos tomat,1 sdm kecap manis,1 sdt saos tiram,10 sdm air,Secukupnya garam, gula dan lada bubuk,1 biji air jeruk nipis","Cuci bersih udang lalu lumuri dengan air jeruk nipis, diamkan selama 5 menit.,Goreng sebentar udang hingga berubah warna, angkat dan tiriskan.,Panaskan mentega, masukkan duo bawang tumis hingga harum. Masukkan cabe²an, tumis hingga layu. Masukkan saos tomat dan air, masak hingga mengental.,Masukkan kecap, saos tiram, garam, gula dan lada bubuk, aduk rata.,Masukkan udang, aduk rata, masak sebentar lalu angkat dan sajikan. Udang saos mentega siap untuk dinikmati.","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 1""}]","['udang', 'bawang', 'putih', 'biji', 'bawang', 'bombai', 'biji', 'cabai', 'keriting', 'biji', 'cabai', 'rawit', 'selerasecukupnya', 'mentega', 'saos', 'tomat', 'kecap', 'manis', 'saos', 'tiram', 'airsecukupnya', 'garam', 'gula', 'lada', 'bubuk', 'biji', 'air', 'jeruk', 'nipis']"
Udang kuah pedas,https://img-global.cpcdn.com/recipes/f5cd964423003963/680x482cq70/udang-kuah-pedas-foto-resep-utama.jpg,"250 gram udang,Kangkung secukupnya sesuai selera,Daun kemangi,5 buah bawang merah,4 siung bawang putih,sesuai selera Cabe,3 butir kemiri,Garam,Vitsin,Jeruk nipis,2 buah tomat, yg masih ijo lebih seger ya","Siapkan bahan, cuci bersih semua bahan 

Lumuri udang dengan jeruk,Haluskan semua bumbu, sangrai dulu kemiringan ya

Lupa ngga kephoto waktu sudah disangrai,Masukkan 3 gelas air masak hingga mendidih lalu masukkan bumbu halus & tomat 

Berikutnya masukkan udang, tambah garam dan vitsin secukupnya,Terakhir masukkan kangkung dan kemangi,Asli ini udang seger banget 😋

Pas makan bisa tambahkan perasan jeruk nipis","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 2""}]","['udangkangkung', 'seleradaun', 'kemangi', 'bawang', 'merah', 'bawang', 'putihsesuai', 'cabe', 'butir', 'kemirigaramvitsinjeruk', 'nipis', 'tomat', 'ijo', 'seger']"
Tumis daging dengan tempe,https://img-global.cpcdn.com/recipes/3b784c0ab9cea780/680x482cq70/tumis-daging-dengan-tempe-foto-resep-utama.jpg,"300 grm Daging dicincang halus,1 papan tempe ukuran sedang,1/2 potong Bawang bombai,4 bawang putih,5 cabai rawit,Saos tiram,Kecap asin,Kecap manis,Saos bulgogi,Penyedap rasa daging,secukupnya Gula pasir","Mari nasi daging dengan saos tiram, kecap asin, saos bulgogi dan bawang putih yg di cincang halus..selamat a 10-15 menit,Potong tempe sesuai keinginan lalu goreng jgn tErlalu garing,Iris bawang bombai dan cabai...,Lalu tumis daging yg sudah dimarinasi tadi... Hingga bwrubah warna dan matang,Lalu masukan pemyedap rasa... Bawang bombai, dan tempe yang sudah digoreng tadi.,Masukan kecap manis dan koreksi rasa.. Masak hingga matang. Dan siap disajikan...","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 3""}]","['daging', 'cincang', 'papan', 'tempe', 'bawang', 'bombai', 'bawang', 'putih', 'cabai', 'rawitsaos', 'tiramkecap', 'asinkecap', 'manissaos', 'bulgogipenyedap', 'dagingsecukupnya', 'gula', 'pasir']"
Tumis Pucuk Labu & Tempe,https://img-global.cpcdn.com/recipes/29d8413015dbd009/680x482cq70/tumis-pucuk-labu-tempe-foto-resep-utama.jpg,"1 ikat Pucuk Labu,1/4 papan Tempe,1 buah Cabe Merah besar,2 buah Cabe Merah keriting,5 siung Bawang Merah,3 siung Bawang Putih,Secukupnya Garam,Secukupnya Gula,Secukupnya Kaldu Bubuk,Secukupnya Lada,Secukupnya Air","Petik daun pucuk labu dan batang mudanya, cuci hingga bersih,Goreng tempe 1/2 matang tanpa bumbu,Haluskan bawang merah, bawang putih, dan cabe,Ulek bumbu halus bersama tempe yg sudah di goreng,Tumis bumbu halus dan tempe hingga matang, tambahkan garam gula kaldu bubuk,Setelah matang, masukkan air dan biarkan mendidih,Setelah mendidih, masukkan daun pucuk labu, masak hingga matang","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 3""}]","['pucuk', 'labu', 'papan', 'tempe', 'cabe', 'merah', 'cabe', 'merah', 'keriting', 'bawang', 'merah', 'bawang', 'putihsecukupnya', 'garamsecukupnya', 'gulasecukupnya', 'kaldu', 'bubuksecukupnya', 'ladasecukupnya', 'air']"
Bayam telur ceplok,https://img-global.cpcdn.com/recipes/a44f4f5394a5e086/680x482cq70/bayam-telur-ceplok-foto-resep-utama.jpg,"2 ikat bayam,3 Telur Ayam,5 Bawang Merah (Iris Tipis),3 Bawang Putih (Iris Tipis),1 Sdm Gula Pasir,1/2 Sdt Ketumbar Halus (Pakai Yg Instan Biar Mudah🤣),1 Santan Kara Instan 65ml,/+ 800ml Air,Secukupnya Garam dan Royco Kaldu Ayam","Petik dan Cuci Bersih Bayam, Tiriskan,Tumis Irisan Bawang Merah, Bawang Putih dan Ketumbar dengan Minyak Sedikit Saja Sampai Harum, Kemudian Tambahkan Air (Tunggu Hingga Air Agak Mendidih),Masukan Telur Satu Persatu (Dijeda Supaya Telur Tidak Menyatu) Tunggu Hingga Telur Matang,Masukan Santan Sambil Diaduk, Masukan Gula Garam dan Royco,Masukan Bayam, Aduk Aduk Sebentar Sembari Test Rasa,Biarkan Mendidih Sebentar Lalu Padamkan Api,Bayam Telur Ceploknya Siap Disantapppppp🤤","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 3""}]","['bayam', 'telur', 'ayam', 'bawang', 'merah', 'tipis', 'bawang', 'putih', 'tipis', 'gula', 'pasir', 'ketumbar', 'biar', 'mudah', 'santan', 'kara', 'airsecukupnya', 'garam', 'royco', 'kaldu', 'ayam']"
Rolade daun singkong tahu isi mozarela,https://img-global.cpcdn.com/recipes/fbf8b1e0fb8f3142/680x482cq70/rolade-daun-singkong-tahu-isi-mozarela-foto-resep-utama.jpg,"1 ikat daun singkong,3-5 buah tahu putih,1 butir telur ayam,2 siung bawang putih,1 sdt garam,1 sdt merica bubuk,1 bungkus penyedap (royco),1 sdt saos tiram (boleh skip),Adonan basah,1 bungkus tepung bumbu,Secukupnya air untuk melarutkan tepung","Didihkan air, lalu masukan garam 

Masukan, daun singkong dan rebus hingga matang / empuk,Setelah empuk, cuci dengan air bersih lalu iris tipis,Hancurkan tahu, masukan semua bumbu dan telur,Masukan daun singkong, lalu aduk rata, dan bulatkan,Larutkan tepung terigu,Goreng di minyak panas dengan api kecil,Sajikan","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 1""}]","['singkong', 'putih', 'butir', 'telur', 'ayam', 'bawang', 'putih', 'garam', 'merica', 'bubuk', 'sedap', 'royco', 'saos', 'tiram', 'skipadonan', 'tepung', 'bumbusecukupnya', 'air', 'larut', 'tepung']"
Tumis kacang panjang tempe,https://img-global.cpcdn.com/recipes/ffc8a917147aef33/680x482cq70/tumis-kacang-panjang-tempe-foto-resep-utama.jpg,"1 ikat kacang panjang (12pc) potong²,Tempe potong korek,iris Bumbu,3 buah Cabai keriting iris serong,2 buah bawang merah besar iris tipis,2 buah bawang putih iris tipis,1 buah tomat kecil belah 6,2 sdt Royco,1-2 sdm minyak goreng","Goreng tempe setengah matang,Tumis bawang merah bawang putih dengan minyak 1-2 sdm sampai wangi masukan Cabai tomat dan kacang tambahkan tempe beri air sedikit supaya tidak gosong... Angkat dan sajikan.simple banget ya moms","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 3""}]","['kacang', 'pc', '', 'tempe', 'korekiris', 'cabai', 'keriting', 'serong', 'bawang', 'merah', 'tipis', 'bawang', 'putih', 'tipis', 'tomat', 'belah', 'royco', 'minyak', 'goreng']"
Mie Kangkung Soto Kambing,https://img-global.cpcdn.com/recipes/d535f5bcb0bf7ea0/680x482cq70/mie-kangkung-soto-kambing-foto-resep-utama.jpg,"1 ikat kangkung,100 gram babat kambing yg sudah dicuci dan direbus dg bumbu,1 Bks mie instan rasa soto,3 Sdm minyak goreng,Bumbu bumbu,4 siung bawang merah,2 siung bawang putih,1/2 Bks kaldu bubuk,1 batang daun bawang,10 biji cabe rawit,1/2 gelas air bersih,3 buah tomat ceri(boleh 1 buah tomat apel)","Siapkan semua bahan, bersihkan kangkung, iris bawang putih, merah dan daun bawang serta tomat.,Panaskan minyak goreng, tumis bawang merah dan bawang putih, kemudian tambahkan babat, cabe dan daun bawang.,Selanjutnya aduk terus hingga harum,layu. Tambahkan telur 1 buah orak Arik hingga tercampur rata,Jika telur udh cukup Mateng, maka tambahkan air tunggu hingga air mendidih masukan mie instan rasa sotonya.,Selanjutnya semua bumbu dari mie instanya masukan juga.,Kemudian masukan kangkung. Tambahkan kaldu bubuk.aduk dan balik kangkung hingga mateng,Sajikan, selamat mencoba",[],"['kangkung', 'babat', 'kambing', 'cuci', 'rebus', 'dg', 'bks', 'mie', 'soto', 'minyak', 'gorengbumbu', 'bawang', 'merah', 'bawang', 'putih', 'bks', 'kaldu', 'bubuk', 'bawang', 'biji', 'cabe', 'rawit', 'gelas', 'air', 'tomat', 'ceriboleh', 'tomat', 'apel']"
Tumis Kacang Panjang Baso Sapi,https://img-global.cpcdn.com/recipes/295bb9382b7cb955/680x482cq70/tumis-kacang-panjang-baso-sapi-foto-resep-utama.jpg,"1 ikat kecil kacang panjang,10 butir baso sapi,1 buah tomat merah,4 siung bawang merah,2 siung bawang putih,10 buah Cabai rawit (sesuaikan tingkat kepedasan),secukupnya garam,secukupnya kaldu bubuk,secukupnya saus tiram,secukupnya merica bubuk,secukupnya gula pasir,secukupnya air","Potong-potong kacang panjang, bakso, bawang merah, bawang putih, tomat dan Cabai rawit,Tumis bawang merah, bawang putih, dan Cabai rawit hingga harum,Masukkan air, gula, garam, kaldu, merica bubuk, dan saus tiram,Tambahkan kacang panjang dan baso sapi. Masak hingga kacang panjang agak empuk,Terakhir tambahkan tomat sesaat sebelum disajikan","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 3""}]","['kacang', 'butir', 'baso', 'sapi', 'tomat', 'merah', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'rawit', 'sesuai', 'tingkat', 'kepedasansecukupnya', 'garamsecukupnya', 'kaldu', 'bubuksecukupnya', 'saus', 'tiramsecukupnya', 'merica', 'bubuksecukupnya', 'gula', 'pasirsecukupnya', 'air']"
320. Lodeh putih labu tempe semangit,https://img-global.cpcdn.com/recipes/3ac3ac6ebab275ec/680x482cq70/320-lodeh-putih-labu-tempe-semangit-foto-resep-utama.jpg,"2 ikat kecipir, potong 3 cm, bersihkan (aku labu),1 bungkus tempe semangit, potong dadu/potong memanjang,3 sdm bumbu dasar putih (lihat resep)
 
 

 291. Bumbu dasar putih,2 lembar daun salam, sobek2,2 lembar daun jeruk, sobek2,3 cm lengkuas, geprek,1 batang sereh, geprek,65 ml santan instan,650 ml air,1 sdm garam,1 sdm kaldu jamur,1 sdt gula pasir,1 sdt merica bubuk,3-4 sdm minyak goreng untuk menumis bumbu","Tumis bumbu dasar putih bersama daun salam, daun jeruk, lengkuas dan sereh hingga harum dan matang.,Tuangkan air dan santan instan. Aduk rata supaya santan tidak pecah. Gunakan api sedang.,Setelah mendidih, masukan labu dan tempe semangit.,Beri garam, kaldu jamur, gula pasir, merica bubuk.,Aduk rata kembali hingga bumbu tercampur.,Tutup wajan.,Masak hingga tempe dan labu matang.,Koreksi rasanya. Matikan api.,Sajikan dengan taburan bawang goreng selagi hangat. Nikmat disantap bersama kerupuk.","[{""Reaksi"":""😋\n 8""},{""Reaksi"":""❤️\n 12""},{""Reaksi"":""👏\n 9""}]","['kecipir', 'cm', 'sih', 'labu', 'tempe', 'semangit', 'dadupotong', 'dasar', 'putih', 'lihat', 'resep', 'dasar', 'putih', 'salam', 'sobek', 'jeruk', 'sobek', 'cm', 'lengkuas', 'sereh', 'santan', 'air', 'garam', 'kaldu', 'jamur', 'gula', 'pasir', 'merica', 'bubuk', 'minyak', 'goreng', 'tum']"
Mie Ulang Tahun Cookpad,https://img-global.cpcdn.com/recipes/36f4701c689acf56/680x482cq70/mie-ulang-tahun-cookpad-foto-resep-utama.jpg,"3 ikat mie
 
 

 Mie Homemade,200 gr udang,1 ikat Sawi,Secukupnya toge,1 batang wortel diparut,Bawang merah,Bawang putih,2 butir telur,Kecap manis, kecap asin, kecap ikan, saus tiram,Garam, merica, kaldu jamur,Topping,Krupuk,Telur puyuh,Tomat,Timun,Telur iris tipis & telur untuk balur sosis,Sosis,Ayam goreng wijen
 
 

 Ayam Saus Wijen Crispy 🍗","Rebus mie sampai matang. Tumis bawang putih & bawang merah hingga harum. Masukkan udang, masak sampai matang. Masukkan telur, orak arik.,Tambahkan sawi, toge & wortel. Masukkan mie yang telah direbus. Aduk rata. Tambahkan kecap2an, saus tiram, garam, merica & kaldu jamur. Koreksi rasa.,Susun mie dalam

Wadah dan hiasa dengan topping yang ada. Trala..","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 9""},{""Reaksi"":""👏\n 3""}]","['mie', 'mie', 'homemade', 'udang', 'sawisecukupnya', 'toge', 'wortel', 'diparutbawang', 'merahbawang', 'putih', 'butir', 'telurkecap', 'manis', 'kecap', 'asin', 'kecap', 'ikan', 'saus', 'tiramgaram', 'merica', 'kaldu', 'jamurtoppingkrupuktelur', 'puyuhtomattimuntelur', 'tipis', 'telur', 'balur', 'sosissosisayam', 'goreng', 'wijen', 'ayam', 'saus', 'wijen', 'crispy']"
Bobor pucuk labu dan tempe,https://img-global.cpcdn.com/recipes/b239eb6bfc0d80f5/680x482cq70/bobor-pucuk-labu-dan-tempe-foto-resep-utama.jpg,"1 ikat pucuk labu, ambil daun yang masih muda saja,1 papan tempe ukuran sedang potok kecil"",2 lembar daun salam,2 cm lengkuas geprek,1 sdt garam,1 sdt kaldu bubuk,1 1/2 sdm gula pasir,1 bungkus dantan kara,Secukupnya air,Bumbu halus :,5 buah bawang merah,2 siung bawang putih,1 cm kencur,4 kemiri sangrai,1 sdt ketumbar sangrai","Masukan bumbu kedalam air dan santan secara bersamaan masak hingga mendidih.

Disini jangan lupa masukan daun salam dan lengkuasnya.,Setelah mendidih masukan potongan tempe dan pucuk labu, masak hingga bumbu meresap.

Jangan lupa masukan gula, garam dan kaldu bubuk.,Setelah semua bumbu meresap cicipi rasa jika sudah pas matikan kompor dan tata di mangkok saji.

Bobor siap di sajikan dengan sambal atau lauk lain nya.

Selamat mencoba 😊","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 3""}]","['pucuk', 'labu', 'muda', 'papan', 'tempe', 'potok', 'salam', 'cm', 'lengkuas', 'garam', 'kaldu', 'bubuk', 'gula', 'pasir', 'dantan', 'karasecukupnya', 'airbumbu', 'bawang', 'merah', 'bawang', 'putih', 'cm', 'kencur', 'kemiri', 'sangrai', 'ketumbar', 'sangrai']"
Tumis Sawi Hijau Telur Sosis,https://img-global.cpcdn.com/recipes/2c8bec187713d6b1/680x482cq70/tumis-sawi-hijau-telur-sosis-foto-resep-utama.jpg,"1 ikat sawi,1 butir telur,1 buah sosis iris sesuai selera,1 buah tomat, potong sesuai selera,1 cabe merah iris serong,sesuai selera Cabe rawit,3 bawang merah,1 bawang putih,garam, gula","Iris bamer baput kemudian tumis, masukkan telur kemudian orak arik.,Masukkan sosis, cabe merah, cabe rawit, dan tomat. Aduk, masak sampai sedikit layu,Masukkan sawi aduk lagi. Tutup sebentar, kemudian masukkan garam dan gula. Aduk lagi, untuk tingkat kematangan di sesuaikan selera. Tes rasa, siap dihidangkan","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""}]","['sawi', 'butir', 'telur', 'sosis', 'tomat', 'cabe', 'merah', 'serongsesuai', 'cabe', 'rawit', 'bawang', 'merah', 'bawang', 'putihgaram', 'gula']"
